xp yp distance tau_avg0tran tau_avg2tran tau_vartran tau_avg0carte tau_avg2carte tau_varcarte  tau_avg0 tau_avg2 tau_var

 0.040388262  0.125000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
 0.065479696  0.250000000  0.127493451  0.003915388  0.003868026  0.000000524  0.005190116  0.002668839  0.000000145  0.000000000  0.003379266  0.000000000 
 0.092630999  0.375000000  0.255408240  0.009792109  0.009612820  0.000004610  0.010288906  0.007384212  0.000002405  0.000000000  0.008536523  1.041611490 
 0.120196806  0.500000000  0.383411653  0.017751052  0.017374757  0.000020055  0.011494225  0.015265274  0.000017963  0.000000000  0.015695002  0.000000000 
 0.125000000  0.525533089  0.409392594  0.019636610  0.019229977  0.000026046  0.011494225  0.017570054  0.000024359  0.000000000  0.017565437  0.000000000 
 0.150323071  0.625000000  0.512032373  0.028358686  0.028434874  0.000058669  0.039521739  0.031970943  0.000116476  0.000000000  0.027457508 13.892578125 
 0.179721045  0.750000000  0.640442813  0.041559725  0.043133578  0.000133789  0.065223994  0.049794258  0.000314038  0.000000000  0.041632237  0.000000000 
 0.209173760  0.875000000  0.768865795  0.056746293  0.060322091  0.000275733  0.083512604  0.071881601  0.000666138  0.000000000  0.058300296  0.239863915 
 0.239863915  1.000000000  0.897578209  0.074044310  0.080223456  0.000512187  0.088801648  0.099256374  0.001286558  0.000000000  0.077659384  1.000000000 
 0.250000000  1.041611490  0.940406429  0.080296660  0.087530328  0.000619071  0.088801648  0.110235493  0.001554841  0.000000000  0.085047081  0.000000000 
 0.274038392  1.125000000  1.027190574  0.094042344  0.103521216  0.000868835  0.139480162  0.137158424  0.002375689  0.000000000  0.110400553  0.000000000 
 0.311305805  1.250000000  1.157627762  0.117000345  0.129930797  0.001373923  0.174091651  0.176682224  0.004091836  0.000000000  0.136517516  5.487972260 
 0.352886438  1.375000000  1.289362150  0.142559408  0.159458920  0.002122342  0.186665754  0.221794769  0.006625782  0.000000000  0.165868093  0.000000000 
 0.375000000  1.435800248  1.354058980  0.156080951  0.175263637  0.002593589  0.186665754  0.246575617  0.008211441  0.000000000  0.181969441  0.209173760 
 0.402010251  1.500000000  1.423709262  0.171545667  0.193299754  0.003161933  0.237583800  0.276086471  0.010357825  0.000000000  0.206888515  0.875000000 
 0.460629169  1.625000000  1.561771486  0.204627924  0.231306159  0.004564444  0.257923144  0.336069968  0.015905644  0.000000000  0.245408629  0.000000000 
 0.500000000  1.697027117  1.643856612  0.225654006  0.255589413  0.005625446  0.257923144  0.376219228  0.020329763  0.000000000  0.270641691  0.000000000 
 0.533782040  1.750000000  1.706684572  0.242492390  0.275024351  0.006533161  0.299899277  0.409290521  0.024460745  0.000000000  0.295074372  2.887458801 
 0.625000000  1.871293348  1.858450156  0.285019888  0.323452186  0.009166046  0.299899277  0.494954474  0.037513856  0.000000000  0.345657527  0.000000000 
 0.628290995  1.875000000  1.863406960  0.286450471  0.325086205  0.009261768  0.349379396  0.497985654  0.038027108  0.000000000  0.347571352  0.179721045 
 0.687500000  1.937500000  1.949499680  0.311590322  0.353794632  0.010981675  0.374039497  0.552064800  0.047583896  0.000000000  0.379078450  0.750000000 

 0.125000000  0.035702311  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
 0.250000000  0.060045733  0.127348350  0.004137095  0.004081670  0.000000642  0.000000000  0.004706419  0.000001108  0.000000000  0.003488808  0.000000000 
 0.375000000  0.087934978  0.255421805  0.010546127  0.010325447  0.000005793  0.000000000  0.012635202  0.000010720  0.000000000  0.009052428  0.060286640 
 0.500000000  0.117439775  0.383856742  0.019483950  0.018994707  0.000026058  0.000000000  0.024467766  0.000047050  0.000000000  0.017019417  0.088113928 
 0.536925708  0.125000000  0.421548451  0.022623863  0.022069674  0.000038292  0.008505134  0.028627403  0.000067277  0.000000000  0.020107766  0.117512529 
 0.625000000  0.149718371  0.513025655  0.031588572  0.031572455  0.000080805  0.008505134  0.039546156  0.000126528  0.000000000  0.030230007  0.125000000 
 0.750000000  0.181773343  0.642070303  0.046962402  0.048894586  0.000192440  0.008505134  0.059160155  0.000265084  0.000000000  0.046951469  0.149661127 
 0.875000000  0.213778052  0.771102475  0.064964439  0.069569222  0.000411584  0.008505134  0.084318420  0.000538268  0.000000000  0.067077204  0.181587149 
 1.000000000  0.246543279  0.900325384  0.085706777  0.093862857  0.000788445  0.008505134  0.114944382  0.001021742  0.000000000  0.090839033  0.213488811 
 1.014066362  0.250000000  0.914810253  0.088219271  0.096869946  0.000844284  0.029738568  0.118624234  0.001093938  0.000000000  0.093930007  0.246184097 
 1.125000000  0.282386009  1.030374632  0.110047245  0.122866200  0.001376262  0.029738568  0.147835408  0.001729492  0.000000000  0.135812257  0.250000000 
 1.250000000  0.320474735  1.161048849  0.137915199  0.155612912  0.002241330  0.029738568  0.186424421  0.002710435  0.000000000  0.168332426  0.281958750 
 1.375000000  0.362210732  1.292832359  0.169072256  0.192489333  0.003530264  0.029738568  0.233434214  0.004198797  0.000000000  0.205169990  0.320031657 
 1.411578778  0.375000000  1.331582487  0.178873992  0.204279398  0.004004890  0.054966945  0.248206878  0.004756172  0.000000000  0.217323932  0.361784231 
 1.500000000  0.410749666  1.426957279  0.204552148  0.235066824  0.005332909  0.054966945  0.283822379  0.006218908  0.000000000  0.261611478  0.375000000 
 1.625000000  0.468045957  1.564463152  0.244910879  0.282645636  0.007803655  0.054966945  0.341529156  0.008841816  0.000000000  0.309966060  0.410351621 
 1.685909231  0.500000000  1.633245383  0.266425986  0.308221858  0.009356699  0.079221367  0.373902905  0.010531221  0.000000000  0.336694677  0.467719696 
 1.750000000  0.538911050  1.708223356  0.290941146  0.337320338  0.011249542  0.079221367  0.408879082  0.012467016  0.000000000  0.374194183  0.500000000 
 1.868637124  0.625000000  1.854804646  0.341142745  0.396041701  0.015713732  0.082130904  0.482777314  0.016924143  0.000000000  0.435605102  0.538684846 
 1.875000000  0.630353072  1.863119787  0.344065196  0.399468758  0.015993515  0.082130904  0.486710665  0.017188059  0.000000000  0.439664389  0.625000000 
 1.937500000  0.687500000  1.947807575  0.374026718  0.434554874  0.018925876  0.114703642  0.526473964  0.019837832  0.000000000  0.477966110  0.630270229 

