xp yp distance tau_avg0tran tau_avg2tran tau_vartran tau_avg0carte tau_avg2carte tau_varcarte  tau_avg0 tau_avg2 tau_var

 0.046134341  0.125000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
 0.072169174  0.250000000  0.127682468  0.003715629  0.003675476  0.000000419  0.004549132  0.002564507  0.000000151  0.000000000  0.003282206  0.000000000 
 0.098445462  0.375000000  0.255414387  0.009117093  0.008974371  0.000003588  0.008730658  0.006957205  0.000002165  0.000000000  0.008086091  0.000000000 
 0.123693706  0.500000000  0.382938792  0.016203526  0.015925081  0.000014996  0.009058768  0.014150455  0.000014813  0.000000000  0.014533137  0.000000000 
 0.125000000  0.507747095  0.390795248  0.016698290  0.016414235  0.000016215  0.009058768  0.014699628  0.000016084  0.000000000  0.015029595  0.000000000 
 0.151664597  0.625000000  0.511041846  0.025570440  0.025723907  0.000040850  0.036879933  0.028252467  0.000100036  0.000000000  0.025201975 15.118593071 
 0.178052418  0.750000000  0.638796756  0.036954265  0.038207010  0.000088884  0.062641068  0.044083728  0.000254313  0.000000000  0.037276696 13.522453624 
 0.204443966  0.875000000  0.766552436  0.049741084  0.052401479  0.000174808  0.081885859  0.063008419  0.000500121  0.000000000  0.051032187 12.028407260 
 0.232481807  1.000000000  0.894658332  0.064059476  0.068488098  0.000311288  0.090097679  0.085573644  0.000897549  0.000000000  0.066620514 10.603575174 
 0.250000000  1.073327972  0.970049833  0.073248308  0.078909478  0.000422552  0.090097679  0.100922922  0.001209565  0.000000000  0.076955631  9.662549449 
 0.264641555  1.125000000  1.023756198  0.080343635  0.086926925  0.000510016  0.138841555  0.113892693  0.001513911  0.000000000  0.089497734  7.427424290 
 0.300960138  1.250000000  1.153925471  0.099098042  0.107921557  0.000772994  0.172765074  0.144770584  0.002427259  0.000000000  0.110237340  6.641123538 
 0.342078113  1.375000000  1.285514558  0.119735914  0.131025643  0.001157923  0.187905924  0.178522614  0.003706680  0.000000000  0.133098002  5.853986949 
 0.375000000  1.461728204  1.378281104  0.135483065  0.148763479  0.001511999  0.187905924  0.204760615  0.004909029  0.000000000  0.150882319  5.298510364 
 0.391859110  1.500000000  1.420101672  0.143013113  0.157238193  0.001687072  0.232870414  0.217538482  0.005547016  0.000000000  0.162036327  4.786179727 
 0.451963226  1.625000000  1.558801005  0.169618616  0.186779733  0.002379088  0.252285801  0.260564562  0.008068882  0.000000000  0.191933231  4.168496580 
 0.500000000  1.708926507  1.655502557  0.189456744  0.208821677  0.002998515  0.252285801  0.294831266  0.010595482  0.000000000  0.214635907  3.883388086 
 0.527758551  1.750000000  1.705076431  0.200112914  0.220668586  0.003352920  0.287396832  0.313516430  0.012136546  0.000000000  0.229073746  3.672945716 
 0.625000000  1.874271018  1.862871188  0.235521998  0.259548216  0.004702788  0.287396832  0.376355218  0.018353675  0.000000000  0.269638180  3.316541346 
 0.625691446  1.875000000  1.863875933  0.235755466  0.259805616  0.004712461  0.327439204  0.376789660  0.018401605  0.000000000  0.269935882  3.431472768 
 0.687500000  1.937500000  1.951776714  0.256585339  0.282811347  0.005596958  0.347140877  0.415178872  0.022781178  0.000000000  0.295387154  3.168789891 

 0.125000000  0.032666013  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
