xp yp distance tau_avg0tran tau_avg2tran tau_vartran tau_avg0carte tau_avg2carte tau_varcarte  tau_avg0 tau_avg2 tau_var

 0.125000000  0.026726038  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
 0.250000000  0.048760864  0.126927277  0.004674950  0.004606882  0.000000928  0.000000000  0.005349903  0.000001436  0.000000000  0.003737506  0.000000000 
 0.375000000  0.077248541  0.255132377  0.012448087  0.012155048  0.000008575  0.000000000  0.015060045  0.000014322  0.000000000  0.010336864  0.012152036 
 0.500000000  0.110256285  0.384416990  0.024022576  0.023323957  0.000039768  0.000000000  0.030527052  0.000065289  0.000000000  0.020464974  0.023316168 
 0.560855976  0.125000000  0.447033497  0.031154924  0.030272322  0.000075052  0.008800990  0.040093911  0.000118133  0.000000000  0.027322587  0.030254149 
 0.625000000  0.147211077  0.514914184  0.040387192  0.039996876  0.000130833  0.008800990  0.051605244  0.000186771  0.000000000  0.037643277  0.039982896 
 0.750000000  0.185338614  0.645599720  0.062224726  0.064317448  0.000324516  0.008800990  0.080383888  0.000402694  0.000000000  0.061139043  0.064296626 
 0.875000000  0.223164716  0.776197629  0.088770846  0.094206889  0.000718472  0.008800990  0.118398999  0.000872528  0.000000000  0.090399078  0.094178831 
 0.968548268  0.250000000  0.873518803  0.111734365  0.120504952  0.001203139  0.017231877  0.152474915  0.001498652  0.000000000  0.116703606  0.120489108 
 1.000000000  0.261089202  0.906868194  0.120441507  0.130490740  0.001400987  0.017231877  0.163692102  0.001743096  0.000000000  0.131539046  0.130454644 
 1.125000000  0.300424593  1.037911213  0.158647719  0.173858884  0.002420428  0.017231877  0.214598446  0.003015421  0.000000000  0.174586958  0.173815466 
 1.250000000  0.340508125  1.169180743  0.202080644  0.223205321  0.004033554  0.017231877  0.281222696  0.005286178  0.000000000  0.224064883  0.223156871 
 1.355175520  0.375000000  1.279867597  0.242717005  0.269824561  0.005958694  0.025387198  0.345069841  0.008279292  0.000000000  0.271318163  0.269821432 
 1.375000000  0.382515768  1.301068936  0.251044854  0.279409937  0.006366532  0.025387198  0.355539722  0.008921908  0.000000000  0.285511927  0.279356659 
 1.500000000  0.429864782  1.434736168  0.307595044  0.343851222  0.009398512  0.025387198  0.429002664  0.013911189  0.000000000  0.350784214  0.343795344 
 1.625000000  0.484206126  1.571037239  0.370852728  0.415613271  0.013791362  0.025387198  0.529027147  0.021670995  0.000000000  0.424544644  0.415558064 
 1.658050309  0.500000000  1.607667409  0.388798487  0.436327874  0.015214689  0.078246730  0.556407940  0.024258359  0.000000000  0.446488724  0.436310646 
 1.750000000  0.550105073  1.712382565  0.442317558  0.497946513  0.019701314  0.078246730  0.636082298  0.032411081  0.000000000  0.528771697  0.497891890 
 1.861995486  0.625000000  1.847112811  0.514732975  0.579929228  0.026797378  0.087215290  0.746332975  0.045491381  0.000000000  0.615697422  0.579886936 
 1.875000000  0.634707990  1.863341257  0.523610574  0.590051228  0.027730752  0.087215290  0.758857991  0.047198810  0.000000000  0.627744012  0.589997793 
 1.937500000  0.687500000  1.945153519  0.568219864  0.641045752  0.032558989  0.135136118  0.821073334  0.055931291  0.000000000  0.683807219  0.640989776 

 0.050483860  0.125000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
 0.076344785  0.250000000  0.127647121  0.003525076  0.003493959  0.000000330  0.004206121  0.002466248  0.000000154  0.000000000  0.003174654  0.000000000 
 0.101310038  0.375000000  0.255115799  0.008509646  0.008403765  0.000002719  0.007932436  0.006598439  0.000001979  0.000000000  0.007644134 12.712087638 
 0.124757548  0.500000000  0.382295930  0.014900881  0.014703032  0.000010836  0.007992340  0.013276519  0.000012602  0.000000000  0.013495638  8.906433003 
 0.125000000  0.501539789  0.383854690  0.014988331  0.014789776  0.000011000  0.007992340  0.013277579  0.000012788  0.000000000  0.013583604  7.855921739 
