xp yp distance tau_avg0tran tau_avg2tran tau_vartran tau_avg0carte tau_avg2carte tau_varcarte  tau_avg0 tau_avg2 tau_var

 0.125000000  0.029070152  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
 0.250000000  0.052087721  0.127101567  0.004553649  0.004484758  0.000000868  0.000000000  0.005222950  0.000001413  0.000000000  0.003688577  0.000000000 
 0.375000000  0.080843333  0.255366470  0.011996294  0.011702577  0.000008076  0.000000000  0.014566778  0.000014283  0.000000000  0.010052133 14.269169388 
 0.500000000  0.113127457  0.384468231  0.022882817  0.022186105  0.000037841  0.000000000  0.029246134  0.000065915  0.000000000  0.019637826 10.223499195 
 0.551537712  0.125000000  0.437355782  0.028442093  0.027595055  0.000065549  0.009190591  0.036772121  0.000109807  0.000000000  0.025037086  8.995980208 
 0.625000000  0.148984748  0.514634342  0.038127764  0.037871104  0.000126015  0.009190591  0.048976975  0.000189942  0.000000000  0.035953487  7.247108761 
 0.750000000  0.185322215  0.644808885  0.058178791  0.060584059  0.000317637  0.009190591  0.075650157  0.000422302  0.000000000  0.057993770  5.944960028 
 0.875000000  0.221209880  0.774858585  0.082226156  0.088363288  0.000711250  0.009190591  0.110446213  0.000908866  0.000000000  0.085264280  5.025027050 
 0.978501616  0.250000000  0.882289751  0.105188563  0.115493313  0.001266410  0.014369840  0.145121151  0.001615861  0.000000000  0.112317224  4.437719619 
 1.000000000  0.257333391  0.905004485  0.110549549  0.121840361  0.001408825  0.014369840  0.151626696  0.001787219  0.000000000  0.121571359  4.112481764 
 1.125000000  0.295432872  1.035681838  0.144693234  0.162001490  0.002484597  0.014369840  0.194035238  0.003035805  0.000000000  0.161505873  3.634131830 
 1.250000000  0.334647872  1.166688770  0.183200870  0.207669432  0.004214968  0.014369840  0.252972215  0.005121984  0.000000000  0.207290487  3.251440392 
 1.371623194  0.375000000  1.294831251  0.225042464  0.257934843  0.006698653  0.015604956  0.319596208  0.008241777  0.000000000  0.257854226  2.942709287 
 1.375000000  0.376297079  1.298448603  0.226305090  0.259456390  0.006778138  0.015604956  0.319455791  0.008338369  0.000000000  0.260042743  2.839424577 
 1.500000000  0.424046776  1.432258294  0.276213037  0.319140944  0.010243193  0.015604956  0.318767825  0.012457346  0.000000000  0.320355775  2.585032359 
 1.625000000  0.479205044  1.568887115  0.331914345  0.385679672  0.015267137  0.015604956  0.406954285  0.018641071  0.000000000  0.388421510  2.376883176 
 1.667252337  0.500000000  1.615979473  0.352222038  0.410338993  0.017376862  0.057862901  0.438711340  0.021294942  0.000000000  0.414308107  2.306223883 
 1.750000000  0.546654360  1.710973183  0.394987640  0.462052084  0.022133195  0.057862901  0.503449520  0.027050340  0.000000000  0.482978103  2.181794255 
 1.864261055  0.625000000  1.849514252  0.460516023  0.539953719  0.030584982  0.064456517  0.605033134  0.037148183  0.000000000  0.564761889  2.088970207 
 1.875000000  0.633340614  1.863111708  0.467085007  0.547782961  0.031491835  0.064456517  0.614935603  0.038194690  0.000000000  0.574156212  2.089320569 
 1.937500000  0.687500000  1.945812911  0.507067041  0.595339346  0.037141357  0.107540066  0.674108106  0.044536184  0.000000000  0.625968899  2.084728441 

 0.049313152  0.125000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
 0.075370240  0.250000000  0.127687007  0.003585613  0.003551091  0.000000361  0.004276739  0.002497162  0.000000154  0.000000000  0.003210831  0.000000000 
 0.100784679  0.375000000  0.255244421  0.008698159  0.008579429  0.000003020  0.008091114  0.006705487  0.000002037  0.000000000  0.007786287  0.008712931 
 0.124716010  0.500000000  0.382514639  0.015293992  0.015070289  0.000012239  0.008161916  0.013535557  0.000013274  0.000000000  0.013817036  0.015324898 
 0.125000000  0.501775486  0.384312694  0.015398332  0.015173688  0.000012456  0.008161916  0.013561839  0.000013507  0.000000000  0.013922024  0.015430888 
 0.151444406  0.625000000  0.510342800  0.023947809  0.024094894  0.000031561  0.035749952  0.018273782  0.000089419  0.000000000  0.023734933  0.024003387 
 0.176466171  0.750000000  0.637822558  0.034352910  0.035367541  0.000066013  0.061287483  0.033058452  0.000221955  0.000000000  0.034649603  0.034440446 
 0.201638030  0.875000000  0.765331861  0.045932485  0.048032219  0.000126026  0.080676114  0.050407695  0.000420281  0.000000000  0.046917291  0.046057113 
 0.228698284  1.000000000  0.893227355  0.058821175  0.062265708  0.000219114  0.089940792  0.070657887  0.000724654  0.000000000  0.060686689  0.058987690 
 0.250000000  1.089494665  0.985222237  0.068968507  0.073553047  0.000312833  0.089940792  0.087299915  0.001017543  0.000000000  0.071775478  0.069119509 
 0.260031572  1.125000000  1.022117510  0.073377040  0.078441266  0.000352849  0.136453629  0.095134217  0.001170492  0.000000000  0.079365536  0.073592671 
 0.296169983  1.250000000  1.152236628  0.090192702  0.096914994  0.000519395  0.169020850  0.122173921  0.001800440  0.000000000  0.097603271  0.090463848 
 0.337266572  1.375000000  1.283819034  0.108640320  0.117139929  0.000764728  0.184468390  0.151148495  0.002651131  0.000000000  0.117581472  0.108970800 
 0.375000000  1.472543504  1.388406542  0.124563656  0.134671921  0.001022502  0.184468390  0.176371089  0.003555421  0.000000000  0.135042483  0.124904927 
 0.387351967  1.500000000  1.418513522  0.129423848  0.140021878  0.001102341  0.225963370  0.184154757  0.003853093  0.000000000  0.141948999  0.129820296 
 0.448237473  1.625000000  1.557553246  0.153218211  0.165868313  0.001532076  0.244403473  0.220352467  0.005425948  0.000000000  0.168107135  0.153688442 
