xp yp distance tau_avg0tran tau_avg2tran tau_vartran tau_avg0carte tau_avg2carte tau_varcarte  tau_avg0 tau_avg2 tau_var

 0.125000000  0.028283156  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
 0.250000000  0.050981760  0.127044192  0.004593448  0.004524041  0.000000895  0.000000000  0.005268693  0.000001437  0.000000000  0.003704772  0.000000000 
 0.375000000  0.079662999  0.255292441  0.012143681  0.011845347  0.000008336  0.000000000  0.014750880  0.000014554  0.000000000  0.010145308  0.000000000 
 0.500000000  0.112199260  0.384457484  0.023252503  0.022538986  0.000039128  0.000000000  0.029736355  0.000067391  0.000000000  0.019906729  1.664299812 
 0.554643348  0.125000000  0.440580157  0.029309497  0.028428755  0.000069971  0.009072708  0.037945844  0.000115738  0.000000000  0.025770326  0.500000000 
 0.625000000  0.148421621  0.514732910  0.038856109  0.038548156  0.000130756  0.009072708  0.049991844  0.000195385  0.000000000  0.036501909  0.000000000 
 0.750000000  0.185348350  0.645073170  0.059477319  0.061875275  0.000330334  0.009072708  0.077485481  0.000435103  0.000000000  0.059133205  0.000000000 
 0.875000000  0.221868471  0.775298817  0.084318071  0.090506888  0.000742211  0.009072708  0.113515009  0.000942402  0.000000000  0.087254165  0.000000000 
 0.975110410  0.250000000  0.879286687  0.107277437  0.117569917  0.001301915  0.015282514  0.148197427  0.001655599  0.000000000  0.114305831  0.000000000 
 1.000000000  0.258582077  0.905614310  0.113699958  0.125156196  0.001474203  0.015282514  0.156293371  0.001863068  0.000000000  0.125382648  1.625000000 
 1.125000000  0.297074436  1.036406748  0.149122455  0.166704337  0.002606542  0.015282514  0.202097263  0.003189076  0.000000000  0.166714036  0.480842124 
 1.250000000  0.336568894  1.167497602  0.189178301  0.214051180  0.004430535  0.015282514  0.263833956  0.005430549  0.000000000  0.214221130  0.000000000 
 1.366262259  0.375000000  1.289947032  0.230727339  0.263805406  0.006916575  0.018604085  0.330169205  0.008631216  0.000000000  0.264420083  0.000000000 
 1.375000000  0.378341721  1.299301989  0.234121307  0.267882268  0.007131895  0.018604085  0.333333345  0.008900738  0.000000000  0.270332850  0.000000000 
 1.500000000  0.425948741  1.433060833  0.286108391  0.329834225  0.010785319  0.018604085  0.383984770  0.013421753  0.000000000  0.332979309  0.000000000 
 1.625000000  0.480842124  1.569582932  0.344178727  0.398958334  0.016088762  0.018604085  0.476582020  0.020244923  0.000000000  0.403771351  1.500000000 
 1.664299812  0.500000000  1.613303630  0.363837037  0.422757621  0.018153798  0.064099722  0.507375489  0.022958004  0.000000000  0.428803241  0.425948741 
 1.750000000  0.547783806  1.711425056  0.409884396  0.478278979  0.023328655  0.064099722  0.577444748  0.029531398  0.000000000  0.502874539  0.000000000 
 1.863533450  0.625000000  1.848728315  0.477603197  0.558539654  0.032171340  0.071413109  0.682888227  0.040668397  0.000000000  0.587275566  0.000000000 
 1.875000000  0.633791391  1.863177202  0.484873536  0.567182839  0.033187250  0.071413109  0.693870484  0.041910264  0.000000000  0.597654517  0.000000000 
 1.937500000  0.687500000  1.945583905  0.526314268  0.616369829  0.039116600  0.116023686  0.755353318  0.048982436  0.000000000  0.651276804  0.000000000 

 0.049705788  0.125000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
 0.075699371  0.250000000  0.127674063  0.003565162  0.003531577  0.000000352  0.004252640  0.002486796  0.000000154  0.000000000  0.003198660  0.000000000 
 0.100963680  0.375000000  0.255201649  0.008634325  0.008519184  0.000002939  0.008036823  0.006668586  0.000002018  0.000000000  0.007738206  0.000000000 
 0.124732060  0.500000000  0.382441328  0.015160607  0.014944223  0.000011859  0.008103419  0.013445910  0.000013046  0.000000000  0.013708042  0.000000000 
 0.125000000  0.501683997  0.384146508  0.015258438  0.015041197  0.000012057  0.008103419  0.013461606  0.000013262  0.000000000  0.013806472  0.000000000 
 0.151286794  0.625000000  0.510233114  0.023708237  0.023849646  0.000030321  0.035607561  0.017235484  0.000087379  0.000000000  0.023498956 15.406115456 
 0.176174133  0.750000000  0.637686555  0.033975974  0.034952551  0.000062992  0.061042816  0.031858366  0.000216476  0.000000000  0.034248237 13.910587634 
 0.201254738  0.875000000  0.765177875  0.045396149  0.047416654  0.000119836  0.080373834  0.048974182  0.000408128  0.000000000  0.046319126 12.499126585 
 0.228260254  1.000000000  0.893061798  0.058104839  0.061420257  0.000207923  0.089707619  0.068900569  0.000700380  0.000000000  0.059862566 11.135185662 
 0.250000000  1.091267056  0.986882330  0.068317448  0.072754331  0.000298604  0.089707619  0.085585736  0.000987229  0.000000000  0.070986354  9.951057285 
 0.259534584  1.125000000  1.021936856  0.072449799  0.077325720  0.000334474  0.135739655  0.092901730  0.001126204  0.000000000  0.078074844  7.781446542 
 0.295680186  1.250000000  1.152057971  0.089027009  0.095494436  0.000490659  0.168006291  0.119485453  0.001725654  0.000000000  0.096005683  6.968575679 
 0.336810189  1.375000000  1.283650817  0.107219709  0.115392914  0.000721694  0.183399369  0.147923737  0.002532644  0.000000000  0.115657232  6.170394852 
 0.375000000  1.473530529  1.389323552  0.123095064  0.132831650  0.000967750  0.183399369  0.172913598  0.003398958  0.000000000  0.133016973  5.525464463 
 0.386932316  1.500000000  1.418358238  0.127719816  0.137910704  0.001040303  0.224390677  0.180281582  0.003671014  0.000000000  0.139564833  5.116279735 
 0.447905025  1.625000000  1.557436171  0.151197098  0.163353795  0.001444658  0.242664962  0.215827854  0.005159224  0.000000000  0.165312566  4.430298217 
 0.500000000  1.714061445  1.660614789  0.169851137  0.183548875  0.001837042  0.242664962  0.245652236  0.006761066  0.000000000  0.186056507  4.119619014 
 0.524934596  1.750000000  1.704356233  0.178139595  0.192532738  0.002021701  0.274071415  0.259083637  0.007559689  0.000000000  0.196859780  3.967893396 
 0.624569386  1.875000000  1.864206448  0.209723304  0.226356376  0.002829813  0.274199227  0.310361383  0.011205035  0.000000000  0.232196081  3.559966880 
 0.625000000  1.875483309  1.864853763  0.209855851  0.226502319  0.002833477  0.274199227  0.310647988  0.011224438  0.000000000  0.232358891  4.148413627 
 0.687500000  1.937500000  1.952901022  0.228288342  0.246845465  0.003350140  0.291494970  0.351825995  0.014172994  0.000000000  0.256284023  0.000000000 

