xp yp distance tau_avg0tran tau_avg2tran tau_vartran tau_avg0carte tau_avg2carte tau_varcarte  tau_avg0 tau_avg2 tau_var

 0.125000000  0.027954739  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
 0.250000000  0.050517003  0.127019903  0.004610327  0.004540810  0.000000905  0.000000000  0.005287558  0.000001445  0.000000000  0.003711598  0.000000000 
 0.375000000  0.079162678  0.255260204  0.012206438  0.011906771  0.000008436  0.000000000  0.014826291  0.000014636  0.000000000  0.010184897  0.365828180 
 0.500000000  0.111801565  0.384451136  0.023410540  0.022691890  0.000039600  0.000000000  0.029936464  0.000067810  0.000000000  0.020021502  0.104893891 
 0.555945753  0.125000000  0.441932663  0.029683919  0.028791311  0.000071740  0.009019881  0.038438995  0.000117918  0.000000000  0.026086114  0.000000000 
 0.625000000  0.148177348  0.514772752  0.039168795  0.038839441  0.000132407  0.009019881  0.050406591  0.000196915  0.000000000  0.036736278  0.814153972 
 0.750000000  0.185353487  0.645183891  0.060036463  0.062418831  0.000334531  0.009019881  0.078236503  0.000438238  0.000000000  0.059606840  0.517178585 
 0.875000000  0.222142956  0.775485330  0.085221359  0.091396376  0.000752122  0.009019881  0.114775137  0.000951342  0.000000000  0.088068768  0.223331911 
 0.973708827  0.250000000  0.878049688  0.108180141  0.118404595  0.001310267  0.015677516  0.149435408  0.001663063  0.000000000  0.115088675  0.000000000 
 1.000000000  0.259107052  0.905873493  0.115063617  0.126518954  0.001494368  0.015677516  0.158212464  0.001885022  0.000000000  0.126951088  0.928055075 
 1.125000000  0.297769845  1.036716191  0.151044033  0.168623302  0.002642434  0.015677516  0.205333415  0.003236683  0.000000000  0.168838873  0.619050786 
 1.250000000  0.337384556  1.167843325  0.191775981  0.216635906  0.004491678  0.015677516  0.268248521  0.005535303  0.000000000  0.217026784  0.302343005 
 1.363977210  0.375000000  1.287867181  0.233171430  0.266064635  0.006954072  0.019936800  0.334354990  0.008754000  0.000000000  0.266957446  0.000000000 
 1.375000000  0.379207918  1.299665845  0.237522824  0.271276679  0.007228292  0.019936800  0.339000981  0.009103592  0.000000000  0.274544610  0.967843314 
 1.500000000  0.426757806  1.433404366  0.290420336  0.334121655  0.010925559  0.019936800  0.397469880  0.013789721  0.000000000  0.338113816  0.587346141 
 1.625000000  0.481537952  1.569880974  0.349526969  0.404255553  0.016294656  0.019936800  0.491916411  0.020882693  0.000000000  0.409979244  0.148907575 
 1.663027497  0.500000000  1.612153160  0.368874221  0.427608487  0.018314597  0.066874236  0.522206798  0.023607534  0.000000000  0.434564667  0.000000000 
 1.750000000  0.548263876  1.711619828  0.416383611  0.484727866  0.023618004  0.066874236  0.594561932  0.030545154  0.000000000  0.510893179  0.614724639 
 1.863220125  0.625000000  1.848394202  0.485051232  0.565875248  0.032532577  0.074509831  0.701542609  0.042135018  0.000000000  0.596304027  0.000000000 
 1.875000000  0.633982045  1.863207797  0.492635026  0.574867764  0.033586141  0.074509831  0.712973133  0.043467967  0.000000000  0.607101506  0.928475121 
 1.937500000  0.687500000  1.945490368  0.534711401  0.624695621  0.039573351  0.119785208  0.775287340  0.050871437  0.000000000  0.661452810  0.000000000 

 0.049869688  0.125000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
 0.075836037  0.250000000  0.127668521  0.003556667  0.003523497  0.000000349  0.004242711  0.002482481  0.000000155  0.000000000  0.003193588  0.000000000 
 0.101037478  0.375000000  0.255183668  0.008607853  0.008494292  0.000002903  0.008014501  0.006653390  0.000002010  0.000000000  0.007718250 21.937109535 
 0.124738016  0.500000000  0.382410691  0.015105374  0.014892194  0.000011689  0.008079535  0.013409092  0.000012953  0.000000000  0.013662891 17.618609187 
 0.125000000  0.501650193  0.384081551  0.015200784  0.014986777  0.000011881  0.008079535  0.013420908  0.000013161  0.000000000  0.013758880 17.332829187 
 0.151220618  0.625000000  0.510187442  0.023609174  0.023747761  0.000029770  0.035549351  0.016824517  0.000086534  0.000000000  0.023401375 13.162994680 
 0.176052178  0.750000000  0.637630003  0.033820295  0.034779159  0.000061647  0.060942381  0.031380108  0.000214197  0.000000000  0.034080971 11.809638984 
 0.201094864  0.875000000  0.765113869  0.045174788  0.047158706  0.000117084  0.080249326  0.048398421  0.000403040  0.000000000  0.046068888 10.647061608 
 0.228077589  1.000000000  0.892992982  0.057809308  0.061065379  0.000202955  0.089611060  0.068188444  0.000690148  0.000000000  0.059517047  9.596373816 
 0.250000000  1.092005335  0.987574026  0.068048143  0.072415877  0.000292172  0.089611060  0.084885853  0.000974141  0.000000000  0.070652343  8.861256851 
 0.259327481  1.125000000  1.021861775  0.072067439  0.076857144  0.000326316  0.135444432  0.091988918  0.001107395  0.000000000  0.077535420  8.183343167 
 0.295476113  1.250000000  1.151983732  0.088546445  0.094897227  0.000477889  0.167586543  0.118378594  0.001693724  0.000000000  0.095336877  7.588527970 
 0.336620093  1.375000000  1.283580947  0.106634128  0.114658071  0.000702581  0.182956422  0.146586206  0.002481674  0.000000000  0.114850774  6.951606642 
 0.375000000  1.473940237  1.389704402  0.122488946  0.132054682  0.000943269  0.182956422  0.171466116  0.003330611  0.000000000  0.132165134  6.422222403 
 0.386757660  1.500000000  1.418293803  0.127017475  0.137022478  0.001012761  0.223739800  0.178661910  0.003591917  0.000000000  0.138565843  6.176704103 
 0.447766784  1.625000000  1.557387704  0.150364093  0.162295510  0.001405833  0.241945267  0.213925231  0.005042464  0.000000000  0.164140759  5.724915989 
 0.500000000  1.714228108  1.660779987  0.168953549  0.182398933  0.001788735  0.241945267  0.243527218  0.006605177  0.000000000  0.184790473  5.381266755 
 0.524839601  1.750000000  1.704330349  0.177160089  0.191284404  0.001967704  0.273182850  0.256778773  0.007379296  0.000000000  0.195472031  5.208139782 
 0.624539438  1.875000000  1.864221116  0.208574559  0.224890454  0.002754678  0.273318725  0.307591907  0.010928507  0.000000000  0.230584446  4.951544869 
 0.625000000  1.875516606  1.864913214  0.208715494  0.225045479  0.002758494  0.273318725  0.307873453  0.010948677  0.000000000  0.230757404  4.846206943 
 0.687500000  1.937500000  1.952937024  0.227041195  0.245250641  0.003261435  0.290512782  0.345677148  0.013814238  0.000000000  0.254516650  0.000000000 

