xp yp distance tau_avg0tran tau_avg2tran tau_vartran tau_avg0carte tau_avg2carte tau_varcarte  tau_avg0 tau_avg2 tau_var

 0.047072764  0.125000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
 0.073220699  0.250000000  0.127705577  0.003684799  0.003645887  0.000000403  0.004453361  0.002548199  0.000000152  0.000000000  0.003266747  0.000000000 
 0.099317875  0.375000000  0.255400771  0.009014628  0.008877786  0.000003438  0.008501680  0.006893721  0.000002136  0.000000000  0.008016755  0.000000000 
 0.124182159  0.500000000  0.382849713  0.015972777  0.015709072  0.000014257  0.008707361  0.013994077  0.000014432  0.000000000  0.014358238  0.000000000 
 0.125000000  0.504936356  0.387853359  0.016281022  0.016014046  0.000014982  0.008707361  0.014298148  0.000015191  0.000000000  0.014668023  0.000000000 
 0.151823043  0.625000000  0.510876748  0.025162466  0.025322154  0.000038315  0.036549018  0.026626579  0.000098196  0.000000000  0.024867335 15.118593071 
 0.177752384  0.750000000  0.638537747  0.036289088  0.037486777  0.000082628  0.062363806  0.042203757  0.000247407  0.000000000  0.036641807 13.522453624 
 0.203684511  0.875000000  0.766199312  0.048740831  0.051255965  0.000161105  0.081770149  0.060725382  0.000480654  0.000000000  0.049986830 12.028407260 
 0.231322799  1.000000000  0.894218354  0.062646699  0.066805942  0.000284643  0.090386008  0.082664359  0.000851778  0.000000000  0.065049062 10.603575174 
 0.250000000  1.078420746  0.974832566  0.072201585  0.077582046  0.000392618  0.090386008  0.098562600  0.001163911  0.000000000  0.075703378  9.662549449 
 0.263169892  1.125000000  1.023237865  0.078421267  0.084572463  0.000463529  0.138828856  0.109838122  0.001416019  0.000000000  0.086620241  7.427424290 
 0.299379874  1.250000000  1.153376878  0.096605384  0.104822979  0.000696610  0.172585346  0.139560384  0.002238229  0.000000000  0.106628107  6.641123538 
 0.340430176  1.375000000  1.284944835  0.116573539  0.127042421  0.001037176  0.187977569  0.171809086  0.003375796  0.000000000  0.128602320  5.853986949 
 0.375000000  1.465502611  1.381825149  0.132497299  0.144855183  0.001365101  0.187977569  0.197941985  0.004496317  0.000000000  0.146416767  5.298510364 
 0.390304924  1.500000000  1.419565188  0.139076238  0.152210145  0.001504528  0.232058503  0.208889966  0.005003677  0.000000000  0.156026715  4.786179727 
 0.450651983  1.625000000  1.558369971  0.164803496  0.180590508  0.002111107  0.251269429  0.249620161  0.007191418  0.000000000  0.184750634  4.168496580 
 0.500000000  1.710629952  1.657201724  0.184392472  0.202195506  0.002666629  0.251269429  0.282772520  0.009450513  0.000000000  0.206973476  3.883388086 
 0.526842532  1.750000000  1.704851721  0.194290609  0.213121324  0.002965283  0.285418440  0.299739993  0.010739330  0.000000000  0.220223755  3.672945716 
 0.625000000  1.874700703  1.863550032  0.228697380  0.250636918  0.004155411  0.285418440  0.359220579  0.016147795  0.000000000  0.259368533  3.316541346 
 0.625286739  1.875000000  1.863964517  0.228790508  0.250738902  0.004158917  0.324183408  0.359389267  0.016164900  0.000000000  0.259486246  3.431472768 
 0.687500000  1.937500000  1.952150343  0.249022362  0.272943561  0.004939924  0.343216107  0.395518785  0.019947950  0.000000000  0.284089427  3.168789891 

 0.125000000  0.032171419  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
 0.250000000  0.056227830  0.127293798  0.004389733  0.004324536  0.000000766  0.000000000  0.005027678  0.000001302  0.000000000  0.003617445  0.000000000 
 0.375000000  0.085015286  0.255565843  0.011404671  0.011135916  0.000007056  0.000000000  0.013800299  0.000012951  0.000000000  0.009665517  0.000003456 
 0.500000000  0.116181746  0.384392658  0.021439301  0.020824100  0.000032655  0.000000000  0.027257857  0.000058543  0.000000000  0.018564728  0.000014348 
 0.540739283  0.125000000  0.426075398  0.025393495  0.024682777  0.000050430  0.009381386  0.032566685  0.000087497  0.000000000  0.022444855  0.000015130 
 0.625000000  0.150559125  0.514127299  0.035323829  0.035236250  0.000106264  0.009381386  0.044945835  0.000163576  0.000000000  0.033717139  0.000038626 
 0.750000000  0.184720975  0.643711372  0.053259982  0.055571675  0.000263307  0.009381386  0.068463529  0.000356991  0.000000000  0.053436435  0.000083396 
 0.875000000  0.218397390  0.773168318  0.074448011  0.080091360  0.000578246  0.009381386  0.098686811  0.000747239  0.000000000  0.077432418  0.000162785 
 0.992577881  0.250000000  0.894919223  0.097404774  0.107231398  0.001088032  0.010945694  0.133140695  0.001394809  0.000000000  0.104205241  0.000287904 
 1.000000000  0.252441011  0.902732442  0.099027751  0.109153582  0.001127172  0.010945694  0.134066481  0.001441887  0.000000000  0.107002542  0.000396367 
 1.125000000  0.289271387  1.033045437  0.128679375  0.144068884  0.001953718  0.010945694  0.152454266  0.002379345  0.000000000  0.141637482  0.000469210 
 1.250000000  0.327607225  1.163791896  0.161838166  0.183424135  0.003270914  0.010945694  0.201727940  0.003897106  0.000000000  0.180956839  0.000705936 
 1.375000000  0.369066309  1.295487969  0.198804855  0.227819446  0.005206805  0.010945694  0.259157197  0.006189906  0.000000000  0.225368715  0.001051904 
 1.392484626  0.375000000  1.313952011  0.204305249  0.234547219  0.005537409  0.046863290  0.267625592  0.006588009  0.000000000  0.232339781  0.001383235 
 1.500000000  0.417176391  1.429444017  0.240963617  0.279186519  0.007914658  0.046863290  0.320450077  0.009291273  0.000000000  0.298031197  0.001526782 
 1.625000000  0.473316009  1.566471959  0.288643020  0.336185382  0.011646451  0.046863290  0.391271769  0.013408442  0.000000000  0.356036059  0.002143777 
 1.677418876  0.500000000  1.625291802  0.310347892  0.362383784  0.013626021  0.078932416  0.424539186  0.015633701  0.000000000  0.383457831  0.002707281 
 1.750000000  0.542580014  1.709440938  0.342793772  0.401456129  0.016792719  0.078932416  0.472230586  0.019008034  0.000000000  0.434455546  0.003012539 
 1.866746845  0.625000000  1.852349580  0.400614241  0.470006048  0.023303522  0.083328071  0.559581002  0.025780961  0.000000000  0.506166039  0.004222246 
 1.875000000  0.631707305  1.862984546  0.405025350  0.475247186  0.023836670  0.083328071  0.566021398  0.026309271  0.000000000  0.512418396  0.004226424 
 1.937500000  0.687500000  1.946764465  0.439952290  0.516669367  0.028157246  0.121107558  0.616145099  0.030435388  0.000000000  0.557543029  0.005020104 

