xp yp distance tau_avg0tran tau_avg2tran tau_vartran tau_avg0carte tau_avg2carte tau_varcarte  tau_avg0 tau_avg2 tau_var

 0.046288441  0.125000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
 0.072342624  0.250000000  0.127686414  0.003710535  0.003670582  0.000000416  0.004533248  0.002561818  0.000000151  0.000000000  0.003279661  0.000000000 
 0.098590145  0.375000000  0.255412420  0.009100133  0.008958364  0.000003564  0.008692611  0.006946669  0.000002160  0.000000000  0.008074633  0.000000000 
 0.123775390  0.500000000  0.382924366  0.016165254  0.015889218  0.000014875  0.009000261  0.014124305  0.000014748  0.000000000  0.014504161  0.000000000 
 0.125000000  0.507283704  0.390310300  0.016628699  0.016347463  0.000016008  0.009000261  0.014632509  0.000015931  0.000000000  0.014969314  0.000000000 
 0.151691673  0.625000000  0.511014781  0.025502634  0.025657266  0.000040434  0.036823797  0.028054465  0.000099720  0.000000000  0.025146440 15.118593071 
 0.178003610  0.750000000  0.638754039  0.036843554  0.038087542  0.000087855  0.062592941  0.043842807  0.000253135  0.000000000  0.037171346 13.522453624 
 0.204319012  0.875000000  0.766494011  0.049574396  0.052211431  0.000172549  0.081864132  0.062699371  0.000496811  0.000000000  0.050858679 12.028407260 
 0.232290673  1.000000000  0.894585438  0.063823812  0.068208945  0.000306886  0.090143497  0.085159139  0.000889781  0.000000000  0.066359597 10.603575174 
 0.250000000  1.074165589  0.970836044  0.073074599  0.078691455  0.000417706  0.090143497  0.100601217  0.001201942  0.000000000  0.076750134  9.662549449 
 0.264398919  1.125000000  1.023670372  0.080022708  0.086535981  0.000502324  0.138837566  0.113284597  0.001497266  0.000000000  0.089018036  7.427424290 
 0.300698778  1.250000000  1.153834421  0.098681542  0.107406763  0.000760338  0.172734414  0.143969731  0.002395155  0.000000000  0.109635735  6.641123538 
 0.341805469  1.375000000  1.285419983  0.119207227  0.130363747  0.001137894  0.187919096  0.177470646  0.003650558  0.000000000  0.132348867  5.853986949 
 0.375000000  1.462355668  1.378869914  0.134986164  0.148118242  0.001487889  0.187919096  0.203698158  0.004839947  0.000000000  0.150142487  5.298510364 
 0.391602194  1.500000000  1.420012697  0.142354674  0.156402546  0.001656772  0.232736821  0.216163272  0.005455072  0.000000000  0.161032812  4.786179727 
 0.451746110  1.625000000  1.558729281  0.168813004  0.185750992  0.002334594  0.252119315  0.258809028  0.007920451  0.000000000  0.190734416  4.168496580 
 0.500000000  1.709210250  1.655784956  0.188610917  0.207723117  0.002943633  0.252119315  0.292899311  0.010403236  0.000000000  0.213360077  3.883388086 
 0.527606976  1.750000000  1.705038878  0.199138677  0.219414319  0.003288544  0.287069680  0.311295137  0.011901061  0.000000000  0.227596838  3.672945716 
 0.625000000  1.874342519  1.862983372  0.234380464  0.258068360  0.004611998  0.287069680  0.373586162  0.017983097  0.000000000  0.267926019  3.316541346 
 0.625624659  1.875000000  1.863890279  0.234590031  0.258299167  0.004620552  0.326897963  0.373974523  0.018025381  0.000000000  0.268192880  3.431472768 
 0.687500000  1.937500000  1.951838035  0.255319944  0.281172059  0.005487922  0.346487485  0.411994807  0.022305027  0.000000000  0.293503258  3.168789891 

 0.125000000  0.032584777  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
 0.250000000  0.056685415  0.127302163  0.004358348  0.004294268  0.000000751  0.000000000  0.004988299  0.000001280  0.000000000  0.003601740  0.000000000 
 0.375000000  0.085373318  0.255551903  0.011296957  0.011033851  0.000006905  0.000000000  0.013656149  0.000012692  0.000000000  0.009588685  0.000003588 
 0.500000000  0.116342498  0.384331133  0.021191757  0.020591682  0.000031860  0.000000000  0.026909301  0.000057177  0.000000000  0.018369051  0.000014996 
 0.540261745  0.125000000  0.425513174  0.025037222  0.024345677  0.000048901  0.009272473  0.032065543  0.000084978  0.000000000  0.022143634  0.000016215 
 0.625000000  0.150464174  0.513994788  0.034846830  0.034770716  0.000103153  0.009272473  0.044265957  0.000159082  0.000000000  0.033271704  0.000040850 
 0.750000000  0.184366867  0.643510781  0.052449499  0.054724728  0.000254564  0.009272473  0.067282336  0.000345651  0.000000000  0.052610555  0.000088884 
 0.875000000  0.217838889  0.772914708  0.073221691  0.078757082  0.000557447  0.009272473  0.096853357  0.000720738  0.000000000  0.076114827  0.000174808 
 0.994825657  0.250000000  0.896981324  0.096177420  0.105884053  0.001058445  0.010342209  0.131287035  0.001356907  0.000000000  0.102831070  0.000311288 
 1.000000000  0.251697602  0.902427026  0.097286689  0.107197236  0.001084691  0.010342209  0.131465343  0.001388482  0.000000000  0.104738854  0.000422552 
 1.125000000  0.288433135  1.032713247  0.126314444  0.141361116  0.001875045  0.010342209  0.138379131  0.002283081  0.000000000  0.138608197  0.000510016 
 1.250000000  0.326739895  1.163451183  0.158779686  0.179867644  0.003134591  0.010342209  0.186508119  0.003730053  0.000000000  0.177061307  0.000772994 
 1.375000000  0.368233781  1.295158216  0.194986037  0.223316189  0.004985637  0.010342209  0.242627404  0.005914694  0.000000000  0.220509191  0.001157923 
 1.394865996  0.375000000  1.316144868  0.201114790  0.230804154  0.005345987  0.044796545  0.252046721  0.006347099  0.000000000  0.228261844  0.001511999 
 1.500000000  0.416393192  1.429134049  0.236268016  0.273565452  0.007574467  0.044796545  0.302518433  0.008870511  0.000000000  0.291012537  0.001687072 
 1.625000000  0.472673675  1.566219762  0.282991223  0.329373174  0.011140974  0.044796545  0.371667900  0.012785021  0.000000000  0.347790141  0.002379088 
 1.678483927  0.500000000  1.626280219  0.304713455  0.355565047  0.013075141  0.075805481  0.404912047  0.014948455  0.000000000  0.375196489  0.002998515 
 1.750000000  0.542131495  1.709283903  0.336083271  0.393303820  0.016064424  0.075805481  0.450893075  0.018114518  0.000000000  0.424379868  0.003352920 
 1.866985942  0.625000000  1.852646728  0.392925771  0.460633956  0.022311890  0.079995466  0.536563394  0.024572008  0.000000000  0.494803910  0.004702788 
 1.875000000  0.631540850  1.862991188  0.397131021  0.465626026  0.022808173  0.079995466  0.542658273  0.025060076  0.000000000  0.500754576  0.004712461 
 1.937500000  0.687500000  1.946882049  0.431414643  0.506249672  0.026948952  0.117101745  0.591513108  0.028981726  0.000000000  0.545015960  0.005596958 

