xp yp distance tau_avg0tran tau_avg2tran tau_vartran tau_avg0carte tau_avg2carte tau_varcarte  tau_avg0 tau_avg2 tau_var

 0.125000000  0.026671539  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000  0.000000000 
 0.250000000  0.048682319  0.126923104  0.004677871  0.004609927  0.000000929  0.000000000  0.005352409  0.000001434  0.000000000  0.003738668  0.000000000 
 0.375000000  0.077162032  0.255126435  0.012459062  0.012166702  0.000008573  0.000000000  0.015068865  0.000014287  0.000000000  0.010343748  0.012163847 
 0.500000000  0.110185534  0.384415073  0.024050505  0.023354122  0.000039720  0.000000000  0.030548102  0.000065035  0.000000000  0.020485172  0.023346727 
 0.561075346  0.125000000  0.447261443  0.031222880  0.030342689  0.000075073  0.008790427  0.040160990  0.000117844  0.000000000  0.027379549  0.030325440 
 0.625000000  0.147166164  0.514920147  0.040443074  0.040050963  0.000130490  0.008790427  0.051646703  0.000185759  0.000000000  0.037684630  0.040037711 
 0.750000000  0.185336549  0.645618189  0.062325456  0.064397524  0.000323149  0.008790427  0.080456750  0.000399410  0.000000000  0.061198619  0.064377977 
 0.875000000  0.223209677  0.776229727  0.088934785  0.094314097  0.000714395  0.008790427  0.118522578  0.000864919  0.000000000  0.090476933  0.094288033 
 0.968323054  0.250000000  0.873322023  0.111898938  0.120564128  0.001193475  0.017303582  0.152556394  0.001484513  0.000000000  0.116729744  0.120549949 
 1.000000000  0.261177604  0.906913208  0.120690639  0.130627649  0.001390534  0.017303582  0.163876732  0.001728514  0.000000000  0.131697354  0.130594519 
 1.125000000  0.300544112  1.037965571  0.159000956  0.174022253  0.002397062  0.017303582  0.214914851  0.002990770  0.000000000  0.174762767  0.173982921 
 1.250000000  0.340649098  1.169241654  0.202560343  0.223385551  0.003986822  0.017303582  0.281678500  0.005251260  0.000000000  0.224251457  0.223342481 
 1.354776360  0.375000000  1.279505293  0.243155942  0.269827052  0.005872573  0.025646703  0.345377825  0.008224520  0.000000000  0.271329640  0.269827889 
 1.375000000  0.382664733  1.301132677  0.251675451  0.279605511  0.006280674  0.025646703  0.356113714  0.008878822  0.000000000  0.285822173  0.279559184 
